case_id,transaction_amount,customer_order_count,previous_refunds,previous_disputes,delivery_confirmed,delivery_delay_days,dispute_delay_days,customer_avg_order_value,communication_count,refund_amount_ratio,payment_failures,evidence_items_available,evidence_items_missing,dispute_reason,contest_success
CASE-7748,1438.11,76,0,2,1,23,73,2665.95,2,0.039,0,6,0,unauthorized,1
CASE-7749,19200.27,15,0,1,1,0,5,24279.27,10,0.153,2,5,1,unauthorized,1
CASE-7750,2842.2,2,0,0,1,0,25,2164.39,3,0.126,0,5,1,defective,1
CASE-7751,870.24,1,0,2,0,13,28,972.05,8,0.112,0,2,4,unauthorized,0
CASE-7752,1952.18,1,0,2,0,23,20,4139.59,0,0.086,0,3,3,defective,0
CASE-7753,6245.29,4,7,0,0,18,1,3651.86,1,0.59,0,1,5,item_not_received,0
CASE-7754,28887.76,16,3,0,1,21,24,49470.05,0,0.357,0,2,4,defective,1
CASE-7755,502.17,4,0,1,1,0,1,326.03,10,0.295,0,4,2,unauthorized,1
CASE-7756,1325.98,3,0,0,1,0,3,1688.8,4,0.123,0,5,1,defective,1
CASE-7757,8656.27,44,0,0,0,27,71,3766.46,2,0.164,1,4,2,unauthorized,0
CASE-7758,10016.53,17,0,2,0,4,3,18134.65,4,0.115,1,2,4,defective,0
CASE-7759,5069.84,57,0,0,1,0,15,4935.66,0,0.05,0,5,1,duplicate,1
CASE-7760,6703.42,16,0,2,0,2,4,6929.11,0,0.231,0,2,4,unauthorized,0
CASE-7761,8599.78,44,9,0,1,0,20,3943.76,0,1.0,0,3,3,other,0
CASE-7762,1121.17,1,3,6,1,1,3,2241.38,0,0.469,0,5,1,item_not_received,0
CASE-7763,46290.66,76,0,0,1,23,3,94634.82,3,0.261,0,2,4,item_not_received,1
CASE-7764,11352.02,14,2,0,0,2,4,11164.76,0,0.375,0,2,4,item_not_received,0
CASE-7765,474.98,2,1,1,1,0,50,733.35,1,0.275,0,4,2,item_not_received,1
CASE-7766,4040.16,9,2,0,1,0,57,8399.69,14,0.345,1,5,1,unauthorized,1
CASE-7767,120932.89,10,0,1,1,0,5,171452.84,3,0.1,3,6,0,item_not_received,1
CASE-7768,86021.46,10,0,7,0,3,15,201128.18,2,0.19,0,4,2,item_not_received,0
CASE-7769,1823.02,13,3,1,0,16,15,3246.48,0,0.256,2,4,2,item_not_received,0
CASE-7770,288.34,3,0,0,0,20,65,459.48,0,0.234,0,2,4,item_not_received,0
CASE-7771,72664.8,8,2,0,1,0,26,92878.42,5,0.194,0,4,2,item_not_received,1
CASE-7772,299.25,3,2,0,1,0,78,507.68,7,0.296,0,4,2,item_not_received,1
CASE-7773,80802.82,7,0,0,1,0,27,49068.71,8,0.251,0,5,1,unauthorized,1
CASE-7774,8322.13,3,2,0,1,0,41,20421.39,2,0.33,0,3,3,duplicate,1
CASE-7775,42135.35,4,0,0,1,22,22,99084.49,12,0.11,0,3,3,other,1
CASE-7776,12274.29,2,7,0,0,18,4,15886.1,0,0.774,1,3,3,item_not_received,0
CASE-7777,10664.15,81,0,2,1,25,22,10575.97,1,0.059,0,6,0,duplicate,0
CASE-7778,797.65,79,0,0,1,11,7,767.49,9,0.291,2,4,2,item_not_received,1
CASE-7779,1990.56,47,0,1,0,0,67,4673.3,4,0.053,2,3,3,defective,0
CASE-7780,64314.78,10,0,0,1,29,23,48001.23,1,0.202,0,4,2,other,1
CASE-7781,13171.81,4,0,2,1,25,23,10178.67,0,0.205,2,6,0,unauthorized,1
CASE-7782,675.47,93,0,0,0,25,4,203.55,2,0.066,0,1,5,item_not_received,0
CASE-7783,7676.52,14,0,2,1,26,18,2516.43,1,0.097,0,5,1,unauthorized,1
CASE-7784,148002.43,34,8,1,0,11,53,329219.39,2,0.723,0,3,3,unauthorized,0
CASE-7785,900.3,13,3,0,1,29,68,2049.51,1,0.318,0,4,2,item_not_received,1
CASE-7786,1626.41,27,2,3,1,0,2,2485.44,12,0.486,0,5,1,item_not_received,1
CASE-7787,1961.67,52,0,1,0,17,24,4749.96,1,0.201,0,2,4,unauthorized,0
CASE-7788,59976.91,16,2,1,0,9,6,132747.39,3,0.392,0,3,3,item_not_received,0
CASE-7789,617.62,4,3,0,1,0,9,1523.99,3,0.567,4,4,2,defective,1
CASE-7790,137681.25,6,3,0,1,17,18,55650.0,4,0.442,5,4,2,duplicate,1
CASE-7791,17714.86,65,0,1,1,0,61,28447.61,4,0.229,0,6,0,item_not_received,1
CASE-7792,1121.21,3,2,2,1,0,88,2452.25,14,0.339,0,6,0,item_not_received,1
CASE-7793,55649.84,16,0,1,0,9,18,94375.05,1,0.067,3,2,4,other,0
CASE-7794,75080.07,1,0,0,1,26,6,69858.46,0,0.166,0,4,2,item_not_received,1
CASE-7795,59038.54,10,0,7,1,10,39,41887.8,2,0.064,2,4,2,item_not_received,0
CASE-7796,1904.71,5,0,0,1,19,9,3406.1,1,0.253,0,5,1,unauthorized,1
CASE-7797,45140.17,94,6,1,0,16,52,58645.45,3,0.891,2,3,3,unauthorized,0
CASE-7798,1924.38,2,0,0,1,0,26,3165.12,1,0.459,0,5,1,unauthorized,1
CASE-7799,78842.53,12,8,0,1,0,10,76057.74,6,0.811,0,5,1,item_not_received,1
CASE-7800,1119.89,2,0,0,1,19,5,1337.4,4,0.045,1,5,1,item_not_received,1
CASE-7801,13587.2,43,0,1,1,0,9,10576.25,9,0.118,0,5,1,defective,1
CASE-7802,1960.87,6,9,0,1,0,2,4631.65,4,1.0,1,5,1,item_not_received,0
CASE-7803,13182.44,3,3,0,1,14,1,4755.16,11,0.323,0,5,1,other,1
CASE-7804,201.56,3,1,0,0,23,5,108.31,8,0.313,0,5,1,item_not_received,0
CASE-7805,728.73,4,0,3,1,0,1,1577.75,5,0.204,1,6,0,item_not_received,1
CASE-7806,10831.5,3,4,1,1,0,32,16344.97,0,0.647,6,4,2,defective,0
CASE-7807,491.79,1,0,1,1,0,7,922.52,2,0.057,4,4,2,unauthorized,0
CASE-7808,50552.31,59,4,0,1,24,4,86561.51,1,0.385,0,3,3,item_not_received,1
CASE-7809,1536.1,1,0,1,1,0,21,2111.72,3,0.081,0,5,1,unauthorized,1
CASE-7810,1101.61,3,0,0,0,19,25,1284.28,2,0.08,0,3,3,unauthorized,0
CASE-7811,15951.78,8,3,0,1,14,5,32240.62,4,0.551,0,6,0,item_not_received,1
CASE-7812,15338.02,4,0,0,1,0,1,9357.11,7,0.185,2,6,0,item_not_received,1
CASE-7813,1511.25,1,2,0,1,0,4,1689.15,4,0.41,0,6,0,unauthorized,1
CASE-7814,11005.98,4,0,0,1,0,10,17668.16,4,0.064,0,5,1,item_not_received,0
CASE-7815,50806.51,11,1,0,0,3,6,119815.38,0,0.094,4,2,4,item_not_received,0
CASE-7816,90611.49,9,1,0,1,0,25,179337.01,0,0.278,1,3,3,item_not_received,1
CASE-7817,826.75,8,0,6,1,0,52,443.72,0,0.256,0,4,2,item_not_received,1
CASE-7818,15562.7,4,0,0,1,29,8,12501.25,1,0.149,0,4,2,item_not_received,1
CASE-7819,112287.54,3,2,0,0,4,70,243715.21,10,0.532,0,3,3,duplicate,0
CASE-7820,1754.35,1,1,1,1,8,6,1535.33,9,0.101,1,4,2,other,1
CASE-7821,27299.47,70,0,0,0,16,23,31843.15,6,0.025,0,4,2,defective,0
CASE-7822,73036.85,3,2,0,0,27,24,56399.67,3,0.239,2,2,4,unauthorized,0
CASE-7823,926.3,4,0,1,1,0,1,903.82,3,0.369,0,6,0,unauthorized,0
CASE-7824,116005.32,2,3,0,1,26,9,109127.31,3,0.371,1,5,1,defective,1
CASE-7825,1268.32,74,1,0,1,0,6,407.48,3,0.148,5,3,3,item_not_received,1
CASE-7826,1319.94,48,1,2,1,0,49,2966.51,4,0.179,0,5,1,defective,0
CASE-7827,518.75,6,0,2,1,0,2,1104.95,3,0.318,0,3,3,defective,1
CASE-7828,16545.77,6,0,0,1,0,11,18593.54,2,0.187,0,6,0,item_not_received,1
CASE-7829,7167.63,13,0,2,1,0,12,6720.81,2,0.353,0,5,1,unauthorized,0
CASE-7830,11106.54,5,0,0,1,12,25,12836.56,4,0.269,2,5,1,item_not_received,1
CASE-7831,119564.93,2,0,0,0,23,17,65855.58,2,0.23,0,4,2,other,0
CASE-7832,18900.34,18,0,0,0,21,5,17646.17,2,0.285,2,4,2,defective,0
CASE-7833,54633.55,4,1,1,0,13,5,54694.99,3,0.417,0,3,3,defective,0
CASE-7834,8122.1,4,4,2,0,23,12,11864.99,1,0.368,0,2,4,defective,0
CASE-7835,742.6,49,0,0,0,1,4,666.92,3,0.269,0,3,3,item_not_received,0
CASE-7836,109603.55,15,0,7,1,0,74,265279.84,2,0.034,0,4,2,duplicate,0
CASE-7837,32760.76,15,0,1,1,0,17,61782.85,0,0.237,0,4,2,defective,1
CASE-7838,123756.86,33,8,0,0,11,21,174361.51,0,1.0,0,2,4,item_not_received,0
CASE-7839,5963.72,73,2,0,0,18,25,11998.15,7,0.3,0,5,1,item_not_received,0
CASE-7840,138601.59,2,0,1,1,0,23,128978.04,0,0.152,2,4,2,defective,0
CASE-7841,1101.05,66,4,0,1,0,2,1037.96,3,0.298,0,4,2,unauthorized,1
CASE-7842,1937.23,8,0,2,1,0,4,4059.96,4,0.136,3,4,2,duplicate,1
CASE-7843,125785.22,19,8,2,0,24,43,271207.24,2,1.0,0,3,3,unauthorized,0
CASE-7844,15549.28,5,0,1,1,0,28,36822.85,2,0.052,3,6,0,defective,0
CASE-7845,140346.55,3,0,0,1,0,21,53376.53,4,0.126,0,5,1,item_not_received,1
CASE-7846,607.14,7,1,0,1,0,22,991.24,12,0.364,0,6,0,item_not_received,1
CASE-7847,5218.09,12,0,0,1,0,10,7136.62,3,0.119,0,5,1,defective,1
CASE-7848,58988.0,19,0,0,1,0,73,139557.99,3,0.308,2,5,1,unauthorized,0
CASE-7849,486.28,13,5,0,0,22,7,696.49,10,0.926,0,3,3,unauthorized,0
CASE-7850,125549.19,5,2,0,0,4,13,285534.9,9,0.461,0,2,4,unauthorized,0
CASE-7851,1591.42,16,0,0,1,0,26,1554.13,0,0.25,0,5,1,unauthorized,1
CASE-7852,1292.9,79,0,0,1,0,19,2976.91,2,0.366,1,5,1,defective,0
CASE-7853,2698.0,12,0,0,1,0,4,941.28,0,0.057,2,5,1,unauthorized,1
CASE-7854,35171.84,18,0,2,0,12,29,64951.19,7,0.113,0,3,3,unauthorized,0
CASE-7855,1890.4,5,8,0,1,16,81,1491.79,3,1.0,0,3,3,defective,0
CASE-7856,847.51,34,9,0,1,0,1,991.5,1,0.661,0,4,2,other,1
CASE-7857,1375.7,1,0,0,0,0,13,2851.42,9,0.263,0,2,4,item_not_received,0
CASE-7858,30596.78,4,9,0,1,9,2,17321.36,9,0.797,1,5,1,other,1
CASE-7859,121053.38,7,1,0,0,13,87,79137.23,0,0.256,1,2,4,duplicate,0
CASE-7860,104675.31,12,3,2,0,23,3,110663.16,4,0.645,0,4,2,item_not_received,0
CASE-7861,39799.43,3,0,0,1,0,34,15153.33,2,0.105,1,1,5,defective,0
CASE-7862,17994.92,3,0,2,0,21,1,17543.61,3,0.078,2,0,6,defective,0
CASE-7863,11744.46,2,0,0,0,28,20,14038.67,7,0.136,0,1,5,unauthorized,0
CASE-7864,1537.58,1,0,0,1,15,3,2150.79,0,0.176,4,5,1,unauthorized,1
CASE-7865,104658.5,1,9,0,0,7,22,217552.64,12,1.0,2,3,3,item_not_received,0
CASE-7866,389.33,38,6,6,1,0,11,232.85,2,0.422,0,4,2,item_not_received,0
CASE-7867,62548.92,2,3,0,0,12,14,155860.37,4,0.22,2,6,0,defective,0
CASE-7868,11510.7,51,5,4,1,23,10,19455.25,8,0.509,0,6,0,defective,1
CASE-7869,3788.35,20,4,0,0,21,1,8192.81,11,0.512,0,4,2,defective,0
CASE-7870,2422.32,38,0,0,1,0,3,4689.15,1,0.144,0,4,2,item_not_received,1
CASE-7871,103735.09,14,8,0,1,0,20,72495.89,3,0.745,1,3,3,item_not_received,1
CASE-7872,438.54,4,7,0,0,3,15,662.2,2,0.563,0,4,2,defective,0
CASE-7873,983.65,1,2,2,0,1,4,356.15,0,0.349,0,2,4,item_not_received,0
CASE-7874,7729.8,15,0,0,1,0,3,4722.67,3,0.258,0,4,2,duplicate,1
CASE-7875,9016.67,10,0,1,1,0,38,12857.34,6,0.165,2,4,2,defective,0
CASE-7876,1736.81,2,0,0,1,0,46,2613.23,1,0.029,1,3,3,unauthorized,1
CASE-7877,282.12,12,6,1,1,29,1,429.9,4,1.0,0,6,0,item_not_received,0
CASE-7878,4846.33,6,9,0,1,11,28,5233.63,4,0.955,0,5,1,defective,0
CASE-7879,9566.76,11,0,0,0,16,46,18073.08,2,0.094,0,2,4,unauthorized,0
CASE-7880,463.15,1,5,0,1,12,67,1052.53,2,0.624,0,6,0,unauthorized,0
CASE-7881,882.77,18,0,1,1,0,3,725.14,5,0.086,0,6,0,defective,1
CASE-7882,13261.65,1,0,7,1,0,3,24815.57,0,0.071,1,5,1,item_not_received,0
CASE-7883,3714.42,1,0,0,1,3,14,2796.74,2,0.245,0,5,1,unauthorized,1
CASE-7884,1694.4,2,0,1,0,13,66,2241.84,3,0.154,0,5,1,item_not_received,0
CASE-7885,12873.85,7,0,4,0,4,9,4078.81,3,0.072,1,2,4,defective,0
CASE-7886,8874.07,12,3,7,0,4,26,14296.84,0,0.426,0,6,0,unauthorized,0
CASE-7887,1266.21,18,1,7,0,24,21,3062.26,3,0.326,0,2,4,item_not_received,0
CASE-7888,1533.65,4,6,0,1,0,3,1049.04,2,1.0,1,2,4,item_not_received,1
CASE-7889,18679.83,62,4,0,0,16,1,20385.73,3,0.776,0,2,4,defective,0
CASE-7890,520.58,9,0,0,0,24,26,920.43,2,0.346,0,1,5,item_not_received,0
CASE-7891,1315.7,8,0,0,1,0,12,2714.71,1,0.386,0,4,2,other,0
CASE-7892,13558.35,17,0,1,1,0,8,26911.69,1,0.112,0,6,0,item_not_received,1
CASE-7893,142379.47,13,2,7,0,6,2,326396.15,13,0.257,0,2,4,item_not_received,0
CASE-7894,1887.8,38,1,0,1,20,16,3801.3,0,0.372,0,4,2,unauthorized,1
CASE-7895,21473.71,17,0,0,1,8,63,38930.69,3,0.097,1,4,2,other,1
CASE-7896,7315.78,5,1,6,1,0,22,10246.7,0,0.288,2,6,0,item_not_received,0
CASE-7897,16240.73,4,2,0,0,18,25,19173.51,2,0.275,0,3,3,duplicate,0
CASE-7898,19595.34,4,0,7,1,0,16,8923.05,12,0.228,0,4,2,duplicate,1
CASE-7899,823.56,14,6,0,0,5,55,1041.52,2,0.821,0,2,4,defective,0
CASE-7900,317.05,4,0,1,1,0,62,108.19,3,0.032,0,4,2,item_not_received,1
CASE-7901,5699.18,8,0,0,0,27,6,8138.31,0,0.076,0,3,3,other,1
CASE-7902,39792.64,18,0,0,1,28,21,97372.64,0,0.089,0,6,0,unauthorized,1
CASE-7903,1686.98,19,1,0,1,0,87,3473.53,5,0.339,1,5,1,duplicate,1
CASE-7904,71814.95,3,3,1,0,20,74,160657.93,14,0.418,1,3,3,defective,0
CASE-7905,100308.98,12,0,0,1,5,3,98790.59,1,0.194,0,5,1,item_not_received,1
CASE-7906,1511.26,1,0,0,1,15,1,515.85,14,0.137,1,3,3,item_not_received,1
CASE-7907,55188.19,14,0,0,1,8,38,89333.41,9,0.082,0,6,0,item_not_received,1
CASE-7908,14897.53,5,0,2,1,0,52,10361.94,2,0.175,4,6,0,unauthorized,1
CASE-7909,206.63,19,3,0,1,25,6,96.72,11,0.28,1,5,1,duplicate,1
CASE-7910,112096.96,16,2,0,1,7,20,176129.95,1,0.364,4,4,2,unauthorized,0
CASE-7911,1808.67,6,1,0,1,0,74,1656.78,3,0.286,0,3,3,duplicate,1
CASE-7912,926.0,3,9,0,1,0,64,1710.94,7,0.943,4,6,0,defective,0
CASE-7913,17061.23,6,0,2,1,3,3,30681.67,1,0.235,1,4,2,unauthorized,1
CASE-7914,1769.59,3,0,1,1,0,18,4311.24,2,0.248,0,5,1,other,1
CASE-7915,134430.38,8,3,2,1,0,6,315813.01,1,0.536,5,5,1,defective,0
CASE-7916,30337.41,87,0,1,0,15,47,73009.76,4,0.195,1,2,4,defective,0
CASE-7917,9399.9,4,0,0,1,0,6,8509.23,14,0.082,3,6,0,unauthorized,0
CASE-7918,1058.92,1,0,0,1,0,34,1562.88,0,0.257,1,5,1,item_not_received,1
CASE-7919,6780.47,10,1,0,0,27,26,7899.08,4,0.133,0,3,3,unauthorized,1
CASE-7920,1755.3,2,0,2,0,13,62,1790.36,5,0.093,0,3,3,item_not_received,0
CASE-7921,1472.11,2,1,0,1,0,25,1875.04,3,0.288,2,5,1,unauthorized,1
CASE-7922,51657.93,5,0,2,1,14,6,47650.42,0,0.422,0,5,1,unauthorized,0
CASE-7923,1299.64,34,3,0,1,0,27,3079.81,0,0.521,0,4,2,other,1
CASE-7924,13191.8,89,2,0,1,0,4,29719.95,4,0.454,2,6,0,other,0
CASE-7925,51860.61,8,2,0,1,0,16,126254.91,2,0.554,0,5,1,item_not_received,1
CASE-7926,17048.82,50,0,0,1,22,48,7965.84,3,0.149,1,5,1,defective,1
CASE-7927,15888.51,4,0,0,1,5,18,11204.95,1,0.084,2,4,2,defective,1
CASE-7928,118768.17,12,0,0,1,0,49,293716.58,3,0.055,0,3,3,defective,1
CASE-7929,73789.33,17,1,2,1,0,25,166208.24,4,0.273,0,5,1,unauthorized,0
CASE-7930,1434.26,2,3,0,1,0,52,1029.3,0,0.422,0,4,2,item_not_received,1
CASE-7931,1954.93,8,0,0,0,17,50,1887.34,2,0.173,0,2,4,unauthorized,0
CASE-7932,42437.23,1,2,0,1,27,5,30580.93,6,0.279,2,5,1,item_not_received,1
CASE-7933,1528.51,1,2,2,0,3,11,1117.84,0,0.389,0,0,6,item_not_received,0
CASE-7934,1695.44,93,3,0,0,18,3,2501.82,1,0.377,0,2,4,defective,0
CASE-7935,203.63,4,4,0,1,0,11,120.43,0,0.702,0,4,2,unauthorized,0
CASE-7936,12729.75,7,0,1,0,23,11,28737.3,9,0.23,0,3,3,defective,1
CASE-7937,9409.04,7,1,2,1,0,28,16183.56,1,0.039,0,5,1,defective,1
CASE-7938,1120.36,42,5,0,0,5,1,1133.79,10,0.604,0,3,3,other,0
CASE-7939,4581.24,18,0,0,1,0,28,2324.22,9,0.136,0,4,2,defective,1
CASE-7940,9881.25,10,3,1,1,10,22,3158.01,1,0.64,4,6,0,defective,1
CASE-7941,103232.22,40,5,1,1,0,5,227816.03,0,0.593,0,4,2,defective,0
CASE-7942,11279.4,3,0,0,0,28,14,16589.25,2,0.107,4,2,4,unauthorized,0
CASE-7943,74511.99,13,2,0,0,2,15,31963.43,0,0.465,2,2,4,item_not_received,1
CASE-7944,18118.95,54,1,6,1,26,12,36356.72,2,0.264,0,6,0,unauthorized,1
CASE-7945,12649.95,7,5,0,1,0,5,9324.5,14,0.875,0,5,1,other,1
CASE-7946,833.85,10,2,5,1,0,5,1136.56,13,0.332,0,5,1,other,1
CASE-7947,7128.92,6,0,0,1,0,2,14466.86,0,0.159,0,4,2,other,1
CASE-7948,22680.34,6,0,0,1,0,30,27429.86,5,0.063,0,5,1,item_not_received,1
CASE-7949,69165.58,4,0,2,1,0,4,161602.45,1,0.304,0,5,1,item_not_received,1
CASE-7950,1110.89,4,1,0,0,19,17,2155.72,11,0.112,0,3,3,item_not_received,0
CASE-7951,19076.4,13,5,0,1,25,9,41850.28,0,0.847,0,3,3,item_not_received,1
CASE-7952,17225.46,11,3,0,1,5,4,11105.7,1,0.387,0,5,1,item_not_received,1
CASE-7953,31943.25,5,0,0,0,1,15,34403.26,2,0.148,0,2,4,defective,0
CASE-7954,434.94,3,0,1,1,0,24,934.42,5,0.095,4,6,0,item_not_received,1
CASE-7955,482.64,3,4,0,1,0,21,1027.77,12,0.195,0,4,2,item_not_received,1
CASE-7956,12991.5,63,0,0,0,9,26,26353.98,0,0.253,2,4,2,defective,0
CASE-7957,19801.41,15,0,2,1,0,11,38989.35,1,0.335,0,5,1,defective,1
CASE-7958,14484.96,10,3,2,1,0,31,13988.77,8,0.595,0,5,1,other,1
CASE-7959,7939.62,2,3,0,1,0,25,3141.86,10,0.435,0,2,4,unauthorized,0
CASE-7960,5243.56,5,0,0,0,2,28,4306.66,5,0.06,0,3,3,unauthorized,0
CASE-7961,10484.08,12,0,0,1,0,5,18854.42,2,0.067,0,5,1,item_not_received,1
CASE-7962,338.85,13,0,0,0,6,11,191.97,0,0.064,1,4,2,item_not_received,1
CASE-7963,634.9,14,0,1,1,0,12,452.5,4,0.116,0,5,1,unauthorized,1
CASE-7964,12721.65,1,0,0,1,29,4,15218.07,3,0.12,0,6,0,unauthorized,1
CASE-7965,3064.86,16,0,0,1,7,87,3359.78,2,0.25,0,4,2,defective,1
CASE-7966,138549.9,9,1,2,1,0,1,96317.98,1,0.192,1,4,2,item_not_received,1
CASE-7967,19517.59,17,0,1,1,12,52,9599.11,14,0.26,0,5,1,defective,1
CASE-7968,545.56,18,0,0,1,0,20,621.86,2,0.193,1,5,1,item_not_received,1
CASE-7969,65424.02,89,0,2,0,9,15,82451.48,0,0.474,0,3,3,defective,0
CASE-7970,6699.24,16,6,2,0,16,10,16391.69,0,0.431,0,2,4,other,0
CASE-7971,16582.72,11,2,0,1,17,54,9059.45,4,0.56,0,4,2,duplicate,1
CASE-7972,287.56,3,0,0,1,19,6,616.18,8,0.177,0,6,0,item_not_received,1
CASE-7973,1671.47,7,0,5,1,6,1,3648.36,6,0.046,0,6,0,unauthorized,0
CASE-7974,303.56,1,0,0,1,0,6,667.79,4,0.011,0,6,0,item_not_received,1
CASE-7975,67097.4,15,3,0,1,0,6,25332.67,1,0.276,4,4,2,other,0
CASE-7976,17797.68,15,0,0,0,22,11,31884.81,7,0.172,0,4,2,item_not_received,0
CASE-7977,808.03,2,0,1,1,27,24,1791.65,0,0.032,0,3,3,unauthorized,0
CASE-7978,350.98,11,3,0,0,13,78,541.77,5,0.467,0,3,3,unauthorized,0
CASE-7979,934.49,8,0,0,0,12,12,1756.82,3,0.33,2,4,2,item_not_received,0
CASE-7980,12993.2,2,1,0,1,17,1,12364.01,4,0.234,2,4,2,unauthorized,1
CASE-7981,91277.82,12,0,0,0,12,46,43660.55,3,0.081,0,3,3,defective,0
CASE-7982,1280.16,7,0,0,0,17,4,2765.72,3,0.169,1,2,4,other,0
CASE-7983,132299.2,12,0,0,1,0,57,254024.3,0,0.162,0,5,1,item_not_received,1
CASE-7984,107468.41,10,0,0,1,0,2,100664.82,1,0.558,1,5,1,item_not_received,1
CASE-7985,17581.87,3,0,0,1,0,12,41040.39,8,0.353,0,6,0,unauthorized,1
CASE-7986,1603.57,10,0,5,0,1,7,3722.9,8,0.075,0,2,4,unauthorized,0
CASE-7987,62686.84,4,0,0,1,0,15,94696.24,7,0.121,0,6,0,item_not_received,1
CASE-7988,15382.94,1,0,1,1,0,4,21541.61,0,0.103,2,3,3,item_not_received,1
CASE-7989,1985.03,3,1,2,1,0,45,888.96,2,0.417,5,4,2,item_not_received,1
CASE-7990,17538.63,69,2,3,0,20,2,15507.94,3,0.632,4,3,3,item_not_received,0
CASE-7991,5702.83,10,3,0,1,0,21,11554.21,3,0.489,0,5,1,other,1
CASE-7992,1237.11,16,0,0,1,0,26,1680.02,1,0.224,0,5,1,item_not_received,1
CASE-7993,64897.64,19,3,0,1,0,8,47488.71,0,0.546,0,4,2,defective,0
CASE-7994,393.07,19,0,0,1,12,5,526.83,1,0.11,1,5,1,other,1
CASE-7995,519.07,12,3,1,1,0,4,474.29,0,0.505,0,6,0,defective,1
CASE-7996,17611.44,11,0,0,1,0,5,13756.67,1,0.09,0,3,3,unauthorized,0
CASE-7997,15367.84,6,2,0,0,17,39,10322.03,0,0.287,0,3,3,item_not_received,0
CASE-7998,10550.31,4,2,0,1,0,1,5816.28,1,0.299,0,5,1,other,0
CASE-7999,9564.45,6,0,0,1,15,5,8797.71,3,0.067,0,4,2,item_not_received,1
CASE-8000,1630.38,1,0,0,1,0,71,2217.01,14,0.124,0,6,0,unauthorized,0
CASE-8001,1157.24,4,5,0,0,0,3,1701.23,4,0.668,0,2,4,unauthorized,0
CASE-8002,130272.42,3,1,1,0,20,26,224596.07,4,0.134,0,4,2,item_not_received,0
CASE-8003,11851.65,9,0,4,0,16,33,25796.88,7,0.175,0,4,2,item_not_received,0
CASE-8004,8013.49,29,6,5,1,0,45,17626.54,10,0.654,0,5,1,duplicate,0
CASE-8005,141178.47,9,5,2,1,0,50,217096.88,4,0.449,6,6,0,defective,0
CASE-8006,129567.43,4,0,1,0,0,29,137582.1,6,0.098,0,5,1,defective,1
CASE-8007,3686.89,2,0,0,1,0,15,5840.59,2,0.019,2,4,2,defective,1
CASE-8008,81664.21,7,0,2,0,2,7,31333.31,9,0.109,0,3,3,duplicate,1
CASE-8009,3300.85,11,0,1,0,8,6,4902.65,6,0.208,0,2,4,unauthorized,0
CASE-8010,17208.62,36,2,0,1,0,29,10862.92,7,0.239,1,5,1,unauthorized,1
CASE-8011,49747.9,11,0,0,0,4,51,15087.82,3,0.113,2,1,5,defective,0
CASE-8012,12214.48,15,3,2,0,14,13,9507.46,0,0.603,0,2,4,item_not_received,0
CASE-8013,1429.36,4,0,5,1,2,20,502.63,1,0.11,6,4,2,other,0
CASE-8014,18440.64,8,0,0,0,14,23,13364.86,14,0.08,0,2,4,unauthorized,0
CASE-8015,6632.16,2,0,0,0,2,28,9399.46,1,0.153,1,3,3,duplicate,0
CASE-8016,10091.38,99,1,0,0,27,62,14720.24,4,0.275,0,2,4,defective,0
CASE-8017,1116.94,12,0,2,1,0,7,1827.37,4,0.129,5,5,1,item_not_received,1
CASE-8018,13805.36,14,0,6,1,16,27,24826.91,4,0.25,2,6,0,item_not_received,1
CASE-8019,1484.9,8,3,7,0,9,21,2015.55,9,0.27,0,5,1,unauthorized,0
CASE-8020,669.42,19,4,0,0,27,20,1011.98,6,0.371,0,6,0,item_not_received,1
CASE-8021,13508.01,9,2,0,1,0,24,18012.85,2,0.475,0,4,2,unauthorized,0
CASE-8022,2293.16,18,0,1,1,22,29,1182.16,12,0.064,0,4,2,unauthorized,1
CASE-8023,12351.61,75,2,0,1,0,37,3903.34,14,0.425,0,5,1,item_not_received,1
CASE-8024,16575.53,13,0,1,1,0,22,32147.97,10,0.222,2,6,0,unauthorized,1
CASE-8025,486.36,6,3,0,1,0,6,648.97,2,0.405,0,6,0,unauthorized,1
CASE-8026,115341.9,17,3,0,1,0,15,164117.31,2,0.517,5,5,1,unauthorized,0
CASE-8027,1809.74,86,0,2,1,10,26,4308.38,4,0.1,0,6,0,unauthorized,1
CASE-8028,149813.45,7,0,0,1,27,9,290834.19,1,0.09,1,3,3,other,1
CASE-8029,12476.36,13,0,0,1,0,3,30068.77,1,0.155,0,3,3,defective,0
CASE-8030,337.32,2,4,0,0,12,12,410.47,1,0.395,5,4,2,item_not_received,0
CASE-8031,44943.52,12,0,2,1,6,5,77595.44,2,0.488,0,6,0,unauthorized,0
CASE-8032,6102.28,49,3,0,1,0,12,2965.83,4,0.678,3,5,1,other,1
CASE-8033,137619.87,66,0,0,0,11,24,230864.79,7,0.343,0,3,3,item_not_received,1
CASE-8034,1717.34,77,1,2,1,7,80,2432.31,2,0.237,0,3,3,item_not_received,0
CASE-8035,236.95,6,2,1,0,3,3,214.5,7,0.292,2,3,3,defective,0
CASE-8036,1176.94,27,0,6,0,4,30,801.38,0,0.343,2,3,3,item_not_received,0
CASE-8037,19572.85,91,2,1,1,22,2,36649.58,3,0.301,1,4,2,defective,1
CASE-8038,19324.06,12,1,0,1,17,3,41191.48,0,0.373,2,4,2,defective,1
